KOSCOM_COM_CODE	TYPE	COMP_NAME_K	CRED_GRADE_TRADE_DATE	APPLY_GRADE	KIS_CRD_ESTI_DATE		NICE_CRD_ESTI_DATE	NICE_CRD_ESTI_GRADE	KR_CRD_ESTI_DATE	KR_CRD_ESTI_GRADE
53455       CP            탭코리아                                                      20210720  110         20210719  110         00000000  0           20210720  110         

53548       CP            한화큐셀코리아                                                20180504  122         00000000  0           20180504  122         20180413  122         
53548       CP            한화큐셀코리아                                                20180413  122         00000000  0           00000000  0           20180413  122         

53551       CP            서울교통공사                                                  20221108  110         00000000  0           20221108  110         20211108  110         
53551       CP            서울교통공사                                                  20220509  110         00000000  0           20220509  110         20211108  110         
53551       CP            서울교통공사                                                  20211108  110         00000000  0           20211108  110         20211108  110         
53551       CP            서울교통공사                                                  20210510  110         00000000  0           20210510  110         20210507  110         
53551       CP            서울교통공사                                                  20200904  110         00000000  0           20191204  110         20200904  110         
53551       CP            서울교통공사                                                  20200629  110         00000000  0           20191204  110         20200629  110         
53551       CP            서울교통공사                                                  20191204  110         00000000  0           20191204  110         20191129  110         
53551       CP            서울교통공사                                                  20191129  110         00000000  0           20190617  110         20191129  110         
53551       CP            서울교통공사                                                  20190617  110         00000000  0           20190617  110         20190523  110         
53551       CP            서울교통공사                                                  20190523  110         00000000  0           20181228  110         20190523  110         
53551       CP            서울교통공사                                                  20181231  110         00000000  0           20181228  110         20181231  110         
53551       CP            서울교통공사                                                  20181228  110         00000000  0           20181228  110         00000000  0           
53551       CP            서울교통공사                                                  20171228  110         00000000  0           20171228  110         00000000  0           
53551       CP            서울교통공사                                                  20170628  110         00000000  0           20170628  110         00000000  0           

53563       전자단기사채  에코프로비엠                                                  20230310  130         20230310  130         20230310  130         00000000  0           
53563       전자단기사채  에코프로비엠                                                  20221229  130         20221222  130         20221229  130         00000000  0           
53563       CP            에코프로비엠                                                  20221222  130         20221222  130         00000000  0           00000000  0           
53563       전자단기사채  에코프로비엠                                                  20221222  130         20221222  130         20220602  130         00000000  0           
53563       CP            에코프로비엠                                                  20220603  130         20220603  130         00000000  0           00000000  0           
53563       전자단기사채  에코프로비엠                                                  20220603  130         20220603  130         20220602  130         00000000  0           

53808       CP            에스케이매직(중복삭제)                                        20221215  120         20221215  120         00000000  0           00000000  0           
53808       CP            에스케이매직(중복삭제)                                        20220622  120         20220622  120         00000000  0           00000000  0           
53808       CP            에스케이매직(중복삭제)                                        20211220  120         20211220  120         00000000  0           00000000  0           
53808       CP            에스케이매직(중복삭제)                                        20210622  120         20210622  120         00000000  0           00000000  0           
53808       CP            에스케이매직(중복삭제)                                        20210217  120         20210217  120         00000000  0           00000000  0           
53808       CP            에스케이매직(중복삭제)                                        20200828  121         20200828  121         00000000  0           00000000  0           
53808       CP            에스케이매직(중복삭제)                                        20181214  121         20181214  121         00000000  0           00000000  0           
53808       CP            에스케이매직(중복삭제)                                        20180622  121         20180622  121         00000000  0           00000000  0           
53808       CP            에스케이매직(중복삭제)                                        20180109  121         20180109  121         00000000  0           00000000  0           

53966       CP            SK매직(에스케이매직)                                          20221223  120         00000000  0           20221221  120         20221223  120         
53966       CP            SK매직(에스케이매직)                                          20221221  120         00000000  0           20221221  120         20220623  120         
53966       CP            SK매직(에스케이매직)                                          20220623  120         00000000  0           20220621  120         20220623  120         
53966       CP            SK매직(에스케이매직)                                          20220621  120         00000000  0           20220621  120         20211210  120         
53966       CP            SK매직(에스케이매직)                                          20211220  120         00000000  0           20211220  120         20211210  120         
53966       CP            SK매직(에스케이매직)                                          20211210  120         00000000  0           20210618  120         20211210  120         
53966       CP            SK매직(에스케이매직)                                          20210618  120         00000000  0           20210618  120         20210616  120         
53966       CP            SK매직(에스케이매직)                                          20210616  121         00000000  0           20200904  121         20210616  120         
53966       CP            SK매직                                                        20201118  121         00000000  0           20200904  121         20201118  121         
53966       CP            SK매직                                                        20200904  121         00000000  0           20200904  121         00000000  0           
53966       CP            SK매직                                                        20181214  121         00000000  0           20181214  121         20181212  121         
53966       CP            SK매직                                                        20181212  121         00000000  0           20180625  121         20181212  121         
53966       CP            SK매직                                                        20180625  121         00000000  0           20180625  121         20180622  121         
53966       CP            SK매직                                                        20180622  121         00000000  0           20180108  121         20180622  121         
53966       CP            SK매직                                                        20180108  121         00000000  0           20180108  121         00000000  0           

53966       CP            SK매직(에스케이매직)                                          20221223  120         00000000  0           20221221  120         20221223  120         
53966       CP            SK매직(에스케이매직)                                          20221221  120         00000000  0           20221221  120         20220623  120         
53966       CP            SK매직(에스케이매직)                                          20220623  120         00000000  0           20220621  120         20220623  120         
53966       CP            SK매직(에스케이매직)                                          20220621  120         00000000  0           20220621  120         20211210  120         
53966       CP            SK매직(에스케이매직)                                          20211220  120         00000000  0           20211220  120         20211210  120         
53966       CP            SK매직(에스케이매직)                                          20211210  120         00000000  0           20210618  120         20211210  120         
53966       CP            SK매직(에스케이매직)                                          20210618  120         00000000  0           20210618  120         20210616  120         
53966       CP            SK매직(에스케이매직)                                          20210616  121         00000000  0           20200904  121         20210616  120         
53966       CP            SK매직                                                        20201118  121         00000000  0           20200904  121         20201118  121         
53966       CP            SK매직                                                        20200904  121         00000000  0           20200904  121         00000000  0           
53966       CP            SK매직                                                        20181214  121         00000000  0           20181214  121         20181212  121         
53966       CP            SK매직                                                        20181212  121         00000000  0           20180625  121         20181212  121         
53966       CP            SK매직                                                        20180625  121         00000000  0           20180625  121         20180622  121         
53966       CP            SK매직                                                        20180622  121         00000000  0           20180108  121         20180622  121         
53966       CP            SK매직                                                        20180108  121         00000000  0           20180108  121         00000000  0           

54185       CP            한화시스템                                                    20190626  110         00000000  0           00000000  0           20190626  110         
54185       CP            한화시스템                                                    20181130  110         00000000  0           00000000  0           20181130  110         
54185       CP            한화시스템                                                    20180803  110         00000000  0           00000000  0           20180803  110         
54185       CP            한화시스템                                                    20180510  110         00000000  0           00000000  0           20180510  110         
54185       CP            한화시스템                                                    20170929  110         00000000  0           00000000  0           20170929  110         

54217       CP            롯데제과                                                      20221226  110         20221222  110         20221226  110         20211224  110         
54217       CP            롯데제과                                                      20221222  110         20221222  110         20220628  110         20211224  110         
54217       CP            롯데제과                                                      20220628  110         20220622  110         20220628  110         20211224  110         
54217       CP            롯데제과                                                      20220622  110         20220622  110         20211230  110         20211224  110         
54217       CP            롯데제과                                                      20211230  110         20201229  110         20211230  110         20211224  110         
54217       CP            롯데제과                                                      20211224  110         20201229  110         20210629  110         20211224  110         
54217       CP            롯데제과                                                      20210629  110         20201229  110         20210629  110         20210628  110         
54217       CP            롯데제과                                                      20210628  110         20201229  110         00000000  0           20210628  110         
54217       CP            롯데제과                                                      20201229  110         20201229  110         00000000  0           20201208  110         
54217       CP            롯데제과                                                      20201208  110         20200626  110         00000000  0           20201208  110         
54217       CP            롯데제과                                                      20200626  110         20200626  110         00000000  0           20200612  110         
54217       CP            롯데제과                                                      20200612  110         20191224  110         20181226  110         20200612  110         
54217       CP            롯데제과                                                      20191224  110         20191224  110         20181226  110         20191220  110         
54217       CP            롯데제과                                                      20191220  110         20190527  110         20181226  110         20191220  110         
54217       CP            롯데제과                                                      20190527  110         20190527  110         20181226  110         20190517  110         
54217       CP            롯데제과                                                      20190517  110         00000000  0           20181226  110         20190517  110         
54217       CP            롯데제과                                                      20181227  110         00000000  0           20181226  110         20181227  110         
54217       CP            롯데제과                                                      20181226  110         00000000  0           20181226  110         20180614  110         
54217       CP            롯데제과                                                      20180614  110         00000000  0           20171024  110         20180614  110         
54217       CP            롯데제과                                                      20171024  110         00000000  0           20171024  110         20171010  110         
54217       CP            롯데제과                                                      20171010  110         00000000  0           00000000  0           20171010  110         

54482       CP            롯데정보통신                                                  20221214  110         20211221  110         20221214  110         20221207  110         
54482       CP            롯데정보통신                                                  20221207  110         20211221  110         20220627  110         20221207  110         
54482       CP            롯데정보통신                                                  20220627  110         20211221  110         20220627  110         20220621  110         
54482       CP            롯데정보통신                                                  20220621  110         20211221  110         20211227  110         20220621  110         
54482       CP            롯데정보통신                                                  20211227  110         20211221  110         20211227  110         00000000  0           
54482       CP            롯데정보통신                                                  20211221  110         20211221  110         20210614  110         00000000  0           
54482       CP            롯데정보통신                                                  20210625  110         20210625  110         20210614  110         00000000  0           
54482       CP            롯데정보통신                                                  20210614  110         20201222  110         20210614  110         20191219  120         
54482       CP            롯데정보통신                                                  20201222  110         20201222  110         20201210  110         20191219  120         
54482       CP            롯데정보통신                                                  20201210  110         20200410  110         20201210  110         20191219  120         
54482       CP            롯데정보통신                                                  20200413  110         20200410  110         20200413  110         20191219  120         
54482       CP            롯데정보통신                                                  20200410  120         20200410  110         20191223  120         20191219  120         
54482       CP            롯데정보통신                                                  20191223  120         00000000  0           20191223  120         20191219  120         
54482       CP            롯데정보통신                                                  20191219  120         00000000  0           20190628  120         20191219  120         
54482       CP            롯데정보통신                                                  20190628  120         00000000  0           20190628  120         20190628  120         
54482       CP            롯데정보통신                                                  20181228  120         00000000  0           20181228  120         20181212  120         
54482       CP            롯데정보통신                                                  20181212  120         00000000  0           20180629  120         20181212  120         
54482       CP            롯데정보통신                                                  20180629  120         00000000  0           20180629  120         20180627  120         
54482       CP            롯데정보통신                                                  20180627  120         00000000  0           20171121  120         20180627  120         
54482       CP            롯데정보통신                                                  20171121  120         00000000  0           20171121  120         20171121  120         
54482       CP            롯데정보통신                                                  20171102  110         00000000  0           20171102  110         00000000  0           

54872       CP            에스케이케미칼                                                20221221  120         20221213  120         20221221  120         00000000  0           
54872       CP            에스케이케미칼                                                20221213  120         20221213  120         20220414  120         00000000  0           
54872       CP            에스케이케미칼                                                20220419  120         20220419  120         20220414  120         00000000  0           
54872       CP            에스케이케미칼                                                20220414  120         20210603  120         20220414  120         00000000  0           
54872       CP            에스케이케미칼                                                20210603  121         20210603  120         20201228  121         00000000  0           
54872       전자단기사채  에스케이케미칼                                                20210603  121         20210603  120         20201228  121         00000000  0           
54872       CP            에스케이케미칼                                                20210309  121         20210309  121         20201228  121         00000000  0           
54872       전자단기사채  에스케이케미칼                                                20210309  121         20210309  121         20201228  121         00000000  0           
54872       CP            에스케이케미칼                                                20201228  121         20201223  121         20201228  121         20191016  121         
54872       전자단기사채  에스케이케미칼                                                20201228  121         20201223  121         20201228  121         00000000  0           
54872       CP            에스케이케미칼                                                20201223  121         20201223  121         20200515  121         20191016  121         
54872       전자단기사채  에스케이케미칼                                                20201223  121         20201223  121         20200514  121         00000000  0           
54872       CP            에스케이케미칼                                                20200601  121         20200601  121         20200515  121         20191016  121         
54872       전자단기사채  에스케이케미칼                                                20200601  121         20200601  121         20200514  121         00000000  0           
54872       CP            에스케이케미칼                                                20200515  121         20191017  121         20200515  121         20191016  121         
54872       전자단기사채  에스케이케미칼                                                20200514  121         00000000  0           20200514  121         00000000  0           
54872       CP            에스케이케미칼                                                20191017  121         20191017  121         20191017  121         20191016  121         
54872       CP            에스케이케미칼                                                20190617  121         20190617  121         20190611  121         20190613  121         
54872       CP            에스케이케미칼                                                20190613  121         20181210  121         20190611  121         20190613  121         
54872       CP            에스케이케미칼                                                20190611  121         20181210  121         20190611  121         20181130  110         
54872       CP            에스케이케미칼                                                20181210  121         20181210  121         20181029  110         20181130  110         
54872       CP            에스케이케미칼                                                20181130  110         20180416  121         20181029  110         20181130  110         
54872       CP            에스케이케미칼                                                20181029  121         20180416  121         20181029  110         20180410  121         
54872       CP            에스케이케미칼                                                20180416  121         20180416  121         20180411  121         20180410  121         
54872       CP            에스케이케미칼                                                20180411  121         00000000  0           20180411  121         20180410  121         
54872       CP            에스케이케미칼                                                20180410  121         00000000  0           20180308  110         20180410  121         
54872       CP            에스케이케미칼                                                20180329  110         00000000  0           20180308  110         20180329  110         
54872       CP            에스케이케미칼                                                20180308  110         00000000  0           20180308  110         20180308  110         

54894       CP            지에스파워                                                    20171215  110         00000000  0           20171215  110         00000000  0           

54964       CP            센트럴관광개발                                                20190125  122         00000000  0           20190125  122         20181213  122         
54964       CP            센트럴관광개발                                                20181227  122         00000000  0           20181227  122         20181213  122         
54964       CP            센트럴관광개발                                                20181213  122         00000000  0           20180626  122         20181213  122         
54964       CP            센트럴관광개발                                                20180627  122         00000000  0           20180626  122         20180627  122         
54964       CP            센트럴관광개발                                                20180626  122         00000000  0           20180626  122         20171221  122         
54964       CP            센트럴관광개발                                                20171221  122         00000000  0           20171220  122         20171221  122         

54979       전자단기사채  메가박스                                                      20230213  131         20230213  131         00000000  0           20221227  131         
54979       전자단기사채  메가박스                                                      20230111  131         20230111  131         00000000  0           20221227  131         
54979       CP            메가박스                                                      20221227  131         20221227  131         00000000  0           20221223  131         
54979       전자단기사채  메가박스                                                      20221227  131         20220628  131         00000000  0           20221227  131         
54979       CP            메가박스                                                      20221223  131         20220628  131         00000000  0           20221223  131         
54979       전자단기사채  메가박스                                                      20221223  131         20220628  131         00000000  0           20221223  131         
54979       CP            메가박스                                                      20220629  131         20220628  131         00000000  0           20220629  131         
54979       전자단기사채  메가박스                                                      20220629  131         20220628  131         00000000  0           20220629  131         
54979       CP            메가박스                                                      20220628  131         20220628  131         00000000  0           20211224  131         
54979       CP            메가박스                                                      20211228  131         20211228  131         00000000  0           20211224  131         
54979       전자단기사채  메가박스                                                      20211228  131         20211228  131         00000000  0           20211224  131         
54979       CP            메가박스                                                      20211224  131         20210630  131         00000000  0           20211224  131         
54979       전자단기사채  메가박스                                                      20211224  131         20210630  131         00000000  0           20211224  131         
54979       CP            메가박스                                                      20210630  131         20210630  131         00000000  0           20210629  131         
54979       전자단기사채  메가박스                                                      20210630  131         20210630  131         00000000  0           20210629  131         
54979       CP            메가박스                                                      20201228  130         20201228  130         00000000  0           20201204  130         
54979       전자단기사채  메가박스                                                      20201228  130         20201228  130         00000000  0           20201204  130         
54979       CP            메가박스                                                      20201204  130         20200810  130         00000000  0           20201204  130         
54979       전자단기사채  메가박스                                                      20201204  130         20200810  130         00000000  0           20201204  130         
54979       CP            메가박스                                                      20200810  130         20200810  130         00000000  0           20200807  122         
54979       전자단기사채  메가박스                                                      20200810  130         20200810  130         00000000  0           20200424  122         
54979       CP            메가박스                                                      20200807  122         00000000  0           00000000  0           20200807  122         
54979       전자단기사채  메가박스                                                      20200428  122         20200428  122         00000000  0           20200424  122         

55222       CP            투썸플레이스(주)                                              20200421  130         20200421  130         00000000  0           00000000  0           
55222       CP            투썸플레이스(주)                                              20180213  122         20180213  122         20180213  122         00000000  0           

55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20221220  122         20221214  122         20221220  122         00000000  0           
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20221214  122         20221214  122         20220630  122         00000000  0           
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20220630  122         20220630  122         20220630  122         00000000  0           
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20211222  122         20211222  122         20211217  122         20201223  122         
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20211217  122         20210430  122         20211217  122         20201223  122         
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20210503  122         20210430  122         20210503  122         20201223  122         
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20210430  122         20210430  122         20201210  122         20201223  122         
55244       CP            에스케이에어가스                                              20201223  122         20201208  122         20201210  122         20201223  122         
55244       CP            에스케이에어가스                                              20201210  122         20201208  122         20201210  122         20200609  130         
55244       CP            에스케이에어가스                                              20201208  122         20201208  122         20200623  122         20200609  130         
55244       CP            에스케이에어가스                                              20200623  122         20200612  122         20200623  122         20200609  130         
55244       CP            에스케이에어가스                                              20200612  130         20200612  122         20191218  130         20200609  130         
55244       CP            에스케이에어가스                                              20200609  130         20191129  122         20191218  130         20200609  130         
55244       CP            에스케이에어가스                                              20191218  130         20191129  122         20191218  130         20191129  130         
55244       CP            에스케이에어가스                                              20191129  130         20191129  122         20190627  130         20191129  130         
55244       CP            에스케이에어가스                                              20190627  130         20190531  122         20190627  130         20190530  130         
55244       CP            에스케이에어가스                                              20190531  130         20190531  122         20181214  130         20190530  130         
55244       CP            에스케이에어가스                                              20190530  130         20181205  122         20181214  130         20190530  130         
55244       CP            에스케이에어가스                                              20181214  130         20181205  122         20181214  130         20181130  130         
55244       CP            에스케이에어가스                                              20181205  130         20181205  122         20180706  130         20181130  130         
55244       CP            에스케이에어가스                                              20181130  130         20180703  122         20180706  130         20181130  130         
55244       CP            에스케이에어가스                                              20180706  130         20180703  122         20180706  130         20180706  130         
55244       CP            에스케이에어가스                                              20180703  130         20180703  122         20180222  130         20180222  130         
55244       CP            에스케이에어가스                                              20180222  130         00000000  0           20180222  130         20180222  130         

55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20221220  122         20221214  122         20221220  122         00000000  0           
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20221214  122         20221214  122         20220630  122         00000000  0           
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20220630  122         20220630  122         20220630  122         00000000  0           
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20211222  122         20211222  122         20211217  122         20201223  122         
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20211217  122         20210430  122         20211217  122         20201223  122         
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20210503  122         20210430  122         20210503  122         20201223  122         
55244       CP            에스케이머티리얼즈에어플러스(구 에스케이에어가스)             20210430  122         20210430  122         20201210  122         20201223  122         
55244       CP            에스케이에어가스                                              20201223  122         20201208  122         20201210  122         20201223  122         
55244       CP            에스케이에어가스                                              20201210  122         20201208  122         20201210  122         20200609  130         
55244       CP            에스케이에어가스                                              20201208  122         20201208  122         20200623  122         20200609  130         
55244       CP            에스케이에어가스                                              20200623  122         20200612  122         20200623  122         20200609  130         
55244       CP            에스케이에어가스                                              20200612  130         20200612  122         20191218  130         20200609  130         
55244       CP            에스케이에어가스                                              20200609  130         20191129  122         20191218  130         20200609  130         
55244       CP            에스케이에어가스                                              20191218  130         20191129  122         20191218  130         20191129  130         
55244       CP            에스케이에어가스                                              20191129  130         20191129  122         20190627  130         20191129  130         
55244       CP            에스케이에어가스                                              20190627  130         20190531  122         20190627  130         20190530  130         
55244       CP            에스케이에어가스                                              20190531  130         20190531  122         20181214  130         20190530  130         
55244       CP            에스케이에어가스                                              20190530  130         20181205  122         20181214  130         20190530  130         
55244       CP            에스케이에어가스                                              20181214  130         20181205  122         20181214  130         20181130  130         
55244       CP            에스케이에어가스                                              20181205  130         20181205  122         20180706  130         20181130  130         
55244       CP            에스케이에어가스                                              20181130  130         20180703  122         20180706  130         20181130  130         
55244       CP            에스케이에어가스                                              20180706  130         20180703  122         20180706  130         20180706  130         
55244       CP            에스케이에어가스                                              20180703  130         20180703  122         20180222  130         20180222  130         
55244       CP            에스케이에어가스                                              20180222  130         00000000  0           20180222  130         20180222  130         

55300       CP            씨제이포디플렉스                                              20221226  132         20221223  132         20221226  132         00000000  0           
55300       전자단기사채  씨제이포디플렉스                                              20221226  132         20221223  132         20221226  132         00000000  0           
55300       CP            씨제이포디플렉스                                              20220513  132         20220512  132         20220513  132         00000000  0           
55300       전자단기사채  씨제이포디플렉스                                              20220513  132         20220512  132         20220513  132         00000000  0           
55300       CP            씨제이포디플렉스                                              20211222  132         20211222  132         20211216  132         00000000  0           
55300       CP            씨제이포디플렉스                                              20211216  132         20210629  132         20211216  132         00000000  0           
55300       CP            씨제이포디플렉스                                              20210630  132         20210629  132         20210630  132         00000000  0           
55300       CP            씨제이포디플렉스                                              20201231  132         20201228  132         20201231  132         00000000  0           
55300       전자단기사채  씨제이포디플렉스                                              20201231  132         20201228  132         20201231  132         00000000  0           
55300       CP            씨제이포디플렉스                                              20201228  132         20201228  132         20200717  132         00000000  0           
55300       전자단기사채  씨제이포디플렉스                                              20201228  132         20201228  132         20200717  132         00000000  0           
55300       CP            씨제이포디플렉스                                              20200717  132         20200710  132         20200717  132         00000000  0           
55300       전자단기사채  씨제이포디플렉스                                              20200717  132         20200710  132         20200717  132         00000000  0           
55300       CP            씨제이포디플렉스                                              20200710  132         20200710  132         00000000  0           00000000  0           
55300       전자단기사채  씨제이포디플렉스                                              20200710  132         20200710  132         00000000  0           00000000  0           

55392       CP            KRTC                                                          20180321  211         00000000  0           20180321  211         00000000  0           

55395       CP            이지스자산운용                                                20221223  122         20221221  122         00000000  0           20221223  122         
55395       CP            이지스자산운용                                                20221221  122         20221221  122         00000000  0           20220511  122         
55395       CP            이지스자산운용                                                20220511  122         20220506  122         00000000  0           20220511  122         
55395       CP            이지스자산운용                                                20220506  122         20220506  122         00000000  0           20211230  122         
55395       CP            이지스자산운용                                                20211230  122         20211203  122         00000000  0           20211230  122         
55395       CP            이지스자산운용                                                20211203  122         20211203  122         00000000  0           20210706  122         
55395       CP            이지스자산운용                                                20210706  122         20210706  122         00000000  0           20210706  122         
55395       CP            이지스자산운용                                                20201223  122         20201223  122         00000000  0           20201223  122         
55395       CP            이지스자산운용                                                20200604  122         20200514  122         00000000  0           20200604  122         
55395       CP            이지스자산운용                                                20200514  130         20200514  122         00000000  0           20191218  130         
55395       CP            이지스자산운용                                                20191218  130         20191125  122         00000000  0           20191218  130         
